2,3,0,0
00,00,00,00,00,10,11,00,00,00,00,00,00,00
00,01,01,01,01,01,01,01,01,01,01,01,01,00
00,01,01,01,01,01,01,01,01,01,01,01,01,00
00,01,01,01,01,01,02,02,01,01,01,01,01,00
14,01,01,01,01,01,02,02,01,01,01,01,01,14
00,01,01,01,01,01,02,02,01,01,01,01,01,00
00,01,01,01,01,01,01,01,01,01,01,01,01,00
00,01,01,01,01,01,01,01,01,01,01,01,01,00
00,00,00,00,00,10,11,00,00,00,00,00,00,00
20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,21,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,21,20,20,20,20,20,20,20,20,20
20,21,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,21,20,20,20,20,20,20,20,20,20
20,20,21,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,21,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30